"lista_cartas_faltando.nomes_cartas"
"Agent of Treachery"
"Elvish Soultiller"
"Growing Rites of Itlimoc"
"Endless Sands"
"Izzet Guildmage"
"Selvala, Heart of the Wilds"
"Brightstone Ritual"
"Soul Conduit"
"Cephalid Shrine"
"Lightning Crafter"
"Blood Funnel"
"Sharding Sphinx"
"Mystic Sanctuary"
"Spellseeker"
"Nature's Will"
"Unexpected Windfall"
"Skirk Alarmist"
"Angel of Fury"
"Cavalier of Gales"
"Pirate's Pillage"
"Curse of Fool's Wisdom"
"Beacon of Immortality"
"Magus of the Future"
"Darksteel Gargoyle"
"Mage's Contest"
"Tainted Strike"
"Cogwork Assembler"
"Aurora Eidolon"
"Lifelink"
"Vampiric Link"
"Bruvac, the Grandiloquent"
"Kaervek, the Spiteful"
"Mirror Sheen"
"Tainted Sigil"
"Lightning Greaves"
"Lava Spike"
"Doubling Cube"
"Zedruu, the Greathearted"
"Savage Ventmaw"
"Gilded Lotus"
"Frenzied Fugue"
"Voltaic Servant"
"Trickster Mage"
"Mastery of the Unseen"
"Herald of Kozilek"
"Nature's Revolt"
"Decree of Annihilation
"
"Saffi Eriksdotter
"
"Chimeric Coils"
"Hornet Queen"
"Embalmer's Tools"
"Imperious Perfect"
"Wall of Kelp"
"Oath of Lim-Dûl"
"Burning-Tree Emissary"
"Psychic Corrosion"
"Goblin Bombardment"
"Treasury Thrull"
"Silent Sentinel"
"Urza's Avenger
"
"Lancers en-Kor
"
"Words of Worship"
"Patron of the Moon"
"Hellkite Courser"
"Master Biomancer"
"Boros Reckoner"
"Truefire Captain"
"Lightning Runner"
"Glasspool Mimic"
"Mercurial Pretender"
"Mirror Image"
"Reflections of Littjara"
"Sakashima's Protege"
"Vesuvan Doppelganger"
"Esika, God of the Tree"
"Possessed Skaab"
"Shipwreck Dowser"
"Witherbloom Apprentice"
"Storm-Kiln Artist"
"Birgi, God of Storytelling"
"Cephalid Inkshrouder"
"Primordial Mist"
"Multani's Harmony"
"Mindslaver"
"Blade of Selves"
"Thopter Squadron"
"Mycosynth Golem"
"Spike Feeder"
"Academy Manufactor"
"Peer Into the Abyss"
"Aether Adept"
"Enduring Angel"
"Soul Of Eternity"
"Poppet Stitcher"
"Kaya, the Inexorable"
"Electrostatic Field"
"Conjurer's Closet"
"Soul of Eternity"
"Mana Crypt"
"Cinder Pyromancer"
"Riptide Chimera"
"Tamiyo's Compleation"
"Jugan Defends the Temple"
"Phyrexian Altar"
"Goblin Bombardment"
"Call to Heel"
"Aether Adept"
"Oath of Teferi"
"Genesis Chamber"
"Detention Sphere"
"Leonin Relic-Warder"
"Endless Sands"
"Time Walk"
"Dire Fleet Ravager"
"Stonecoil Serpent"
"Angelic Blessing"
"Artful Maneuver"
"Colossal Might"
"Faerie Guidemother"
"Garenbrig Carver"
"Giant Growth"
"Growth Cycle"
"Hunter's Prowess"
"Might of the Masses"
"Moment of Heroism"
"Savage Surge"
"Silverflame Squire"
"Spontaneous Flight"
"Sylvan Might"
"Titanic Growth"
"Tread Upon"
"Vitality Charm"
"Wild Hunger"
"Wild Might"
"Burning-Tree Emissary"
"Drowner of Hope"
"Chromanticore"
"Gift of Orzhova"
"Lifelink"
"Scourge of the Nobilis"
"Krark-Clan Ironworks"
"Tempt with Reflections"
"March of the Machines"
"Prismatic Omen"
"Essence Depleter"
"Thornbite Staff"
"Eternal Witness"
"Gilded Lotus"
"Glacial Chasm"
"Grim Haruspex"
"Etherium Sculptor"
"Soul Warden"
"Phyrexian Metamorph"
"Skill Borrower"
"Spellseeker"
"Eternal Scourge"
"Molten Echoes"
"Ghostly Flicker"
"Whirler Virtuoso"
"Blood Artist"
"Diamond Valley"
"Embalmer's Tools"
"Elfhame Druid"
"Elvish Harbinger"
"Fyndhorn Druid"
"Golden Hind"
"Llanowar Elves"
"Paradise Druid"
"Quirion Elves"
"Rosethorn Acolyte"
"Scorned Villager"
"Ulvenwald Captive"
"Woodland Mystic"
"Zhur-Taa Druid"
"Mana Crypt"
"Animate Dead"
"Phyrexian Delver"
"Wheel of Fortune"
"Verdant Haven"
"Mystic Sanctuary"
"Conjurer's Closet"
"Thassa, Deep-Dwelling"
"Ferropede"
"Phyrexian Devourer"
"Arguel's Blood Fast"
"Predator's Rapport"
"Sheltering Word"
"Lightning Bolt"
"Bloodsoaked Champion"
"Golgari Rot Farm"
"Orzhov Basilica"
"Runaway Steam-Kin"
"Sword of the Paruns"
"Nature's Will"
"Darksteel Colossus"
"Final Parting"
"Voltaic Construct"
"Winds of Rebuke"
"Necropotence"
"Myr Retriever"
"Blood Celebrant"
"Wall of Blood"
"Boros Reckoner"
"Truefire Captain"
"Renegade Rallier"
"Primal Vigor"
"Angelic Skirmisher"
"Phyrexian Ghoul"
"Goblin Firestarter"
"Desperate Ritual"
"Thran Dynamo"
"Dreamstone Hedron"
"Coveted Jewel"
"Phyrexian Soulgorger"
"Howling Mine"
"Kami of the Crescent Moon"
"Helm of the Host"
"Fall of the Thran"
"Grinning Ignus"
"Master Biomancer"
"Demonic Consultation"
"Gilder Bairn"
"Chandra, Acolyte of Flame"
"Sword of the Meek"
"Psychosis Crawler"
"Lightning Greaves"
"Selvala, Heart of the Wilds"
"Crown Of Flames"
"Eldrazi Displacer"
"Mirror Gallery"
"Sawtooth Loon"
"Frenetic Efreet"
"Primal Surge"
"Possessed Skaab"
"Shipwreck Dowser"
"Skullwinder"
"Kaervek, the Spiteful"
"Whispersilk Cloak"
"Chandra, Torch of Defiance"
"Argothian Elder"
"Burning Inquiry"
"Lotus Field"
"Teferi's Isle"
"Patron of the Moon"
"Darksteel Plate"
"Darksteel Axe"
"Darksteel Brute"
"Darksteel Forge"
"Darksteel Pendant"
"Chance for Glory"
"Swords to Plowshares"
"Marwyn the Nurturer"
"Meloku, the Clouded Mirror"
"Blood Tithe"
"Civic Guildmage"
"Disciple of Kangee"
"Thoughtlace"
"Blind Seer"
"Herald of Kozilek"
"Bala Ged Recovery"
"Izzet Guildmage"
"Mercurial Pretender"
"Sakashima, the Impostor"
"Nightscape Master"
"Vedalken Mastermind"
"Waterfront Bouncer"
"Blood Clock"
"Quicksilver Dagger"
"Stone Calendar"
"Angelic Chorus"
"Pious Evangel"
"Treasonous Ogre"
"Slitherwisp"
"Glasspool Mimic"
"Mirror Image"
"Battered Golem"
"Goblin Instigator"
"Nightsquad Commando"
"Sandsteppe Outcast"
"Yavimaya Sapherd"
"Tainted Strike"
"Auriok Salvagers"
"Budoka Gardener"
"Llanowar Scout"
"Hedron Archive"
"Heavy Arbalest"
"Lightning Prowess"
"Multani's Harmony"
"Viridian Longbow"
"Mystic Decree"
"Orcish Mechanics"
"Phyrexian Scriptures"
"Silverskin Armor"
"Twinning Staff"
"Tinder Wall"
"Zhur-taa Ancient"
"Mana Flare"
"Tezzeret The Seeker"
"Bloodline Pretender"
"Tergrid, God of Fright"
"Strike it Rich"
"Haunted Crossroads"
"Dragon Tempest"
"Words of Worship"
"Searing Touch"
"Restoration Angel"
"Insidious Will"
"Storm Cauldron"
"Bond of Revival"
"Torrent of Souls"
"Dragon Broodmother"
"Goblin Assault"
"Goblin Rabblemaster"
"Luminous Angel"
"Sphinx's Disciple"
"Energy Arc"
"Academy Manufactor"
"Emiel, the Blessed"
"Aven Surveyor"
"Sky Hussar
"
"Sparring Mummy
"
"Village Bell-Ringer
"
"Bloodspore Thrinax"
"Shambling Ghast"
"Sphinx of the Second Sun"
"Magus of the Future"
"Birgi, God of Storytelling"
"Cogwork Assembler"
"Lightning Greaves"
"Phyrexian Altar"
"Bloodsoaked Champion"
"Goblin Bombardment"
"Blood Artist"
"Primal Vigor"
"Cathar's Shield"
"Jeweled Amulet"
"Mana Crypt"
"Sigil of Distinction"
"Goblin Sledder"
"Nature's Chosen"
"Eternal Witness"
"Aether Snap"
"Gilded Lotus"
"Living Twister"
"Thornbite Staff"
"Blighted Bat"
"Benalish Marshal"
"Call for Unity"
"Gideon's Resolve"
"Embalmer's Tools"
"Soul Warden"
"Mirror Image"
"Llanowar Elves"
"Angelic Shield"
"Silver Seraph"
"Thraben Doomsayer"
"Grim Haruspex"
"Wild Mongrel"
"Oblivion Crown"
"Tunneler Wurm"
"Stonecoil Serpent"
"Lightning Bolt"
"Torch Courier"
"Restoration Angel"
"Bloodthrone Vampire"
"Canopy Vista"
"Cinder Glade"
"Overgrown Tomb"
"Dream Thrush"
"Gaea's Liege"
"Mystic Compass"
"Prismatic Omen"
"Shimmering Mirage"
"Krark-Clan Ironworks"
"Falkenrath Aristocrat"
"Bloodflow Connoisseur"
"Phyrexian Ghoul"
"Jinxed Ring"
"Tainted Strike"
"Genesis Chamber"
"Helm of the Host"
"Necropotence"
"Putrid Goblin"
"Phyrexian Soulgorger"
"Darksteel Plate"
"Pir Imaginative Rascal"
"Mirror Gallery"
"Coveted Jewel"
"Paradise Plume"
"Ashnods Altar"
"Thassa, Deep-Dwelling"
"Conjurer's Closet"
"Sparring Mummy"
"Blood Celebrant"
"Liliana's Mastery"
"Lord of the Accursed"
"Brainstorm"
"Cabal Therapy"
"Sword of the Meek"
"Molten Echoes"
"Primordial Mist"
"Undercity Informer"
"Elvish Visionary"
"Dream Thief"
"Soaring Show-Off"
"Sword of the Paruns"
"Thran Dynamo"
"Dreamstone Hedron"
"Chandra, Pyromaster"
"Chandra, Heart of Fire"
"Chandra, Flame's Catalyst"
"Chandra, Pyrogenius"
"Chandra, Acolyte of Flame"
"Magus of the Future"
"Angel of Renewal"
"Ancestor's Chosen"
"Dwarven Priest"
"Nylea's Disciple"
"Setessan Petitioner"
"Worldly Tutor"
"Dragonlord Kolaghan"
"Golgari Rot Farm"
"Orzhov Basilica"
"Mystic Forge"
"Agadeem's Awakening"
"Dauntless Bodyguard"
"Battered Golem"
"Quirion Sentinel"
"Ghostly Flicker"
"Lotus Field"
"Tormod the Desecrator"
"Skyshroud Sentinel"
"Desperate Ritual"
"Mana Flare"
"Cloudblazer"
"Time Walk"
"Brainstone"
"Myr Retriever"
"Lightning Prowess"
"Academy Manufactor"
"Doubling Cube"
"Etherium Sculptor"
"Ancestor's Chosen"
"Angel of Mercy"
"Angel of Renewal"
"Angelic Chorus"
"Blood Artist"
"Eternal Witness"
"Torch Courier"
"Demonic Consultation"
"Arcbound Ravager"
"Phyrexian Altar"
"Animate Dead"
"Embalmer's Tools"
"Thornbite Staff"
"Mirror Gallery"
"Gilded Lotus"
"Mirror Image"
"Blood Celebrant"
"Krark-Clan Ironworks"
"Chance for Glory"
"Goblin Chieftain"
"Cabal Therapy"
"Lightning Greaves"
"Mystic Sanctuary"
"Goblin Bombardment"
"Primal Vigor"
"Blade of Selves"
"Torch Courier"
"Demonic Consultation"
"Blood Artist"
"Blood Artist"
"Renegade Rallier"
"Goblin Firestarter"
"Salvage Titan"
"Phyrexian Delver"
"Torch Courier"
